Reading Airport file from airports.txt
There were 5740 Airports with IATA code
Reading Routes file from routes.txt
There were 68292 valid routes
There were 528 invalid routes

The epsilon is 1e-15 
The damping factor is 0.85 
The maximum number of iterations is 1000 

IATA	PageRank	Name
ONG 	0.00013732	Mornington Island Airport, Australia
SYR 	0.00013699	Syracuse Hancock Intl, United States
VVC 	0.00013689	Vanguardia, Colombia
BHD 	0.00013672	Belfast City, United Kingdom
MPL 	0.00013667	Mediterranee, France
KPN 	0.00013655	Kipnuk Airport, United States
JCB 	0.00013637	Joacaba Airport, Brazil
VTZ 	0.00013629	Vishakhapatnam, India
YXE 	0.00013587	Saskatoon J G Diefenbaker Intl, Canada
YCS 	0.00013562	Chesterfield Inlet Airport, Canada
GRZ 	0.00013520	Graz, Austria
RFP 	0.00013506	Raiatea, French Polynesia
OBU 	0.00013496	Kobuk Airport, United States
EMK 	0.00013451	Emmonak Airport, United States
ZGU 	0.00013450	Gaua Island Airport, Vanuatu
PPS 	0.00013449	Puerto Princesa, Philippines
ZRJ 	0.00013436	Round Lake (Weagamow Lake) Airport, Canada
FKB 	0.00013435	Baden Airpark, Germany
MJV 	0.00013398	Murcia San Javier, Spain
LOP 	0.00013392	Lombok International Airport, Indonesia
BVI 	0.00013378	Birdsville Airport, Australia
PHO 	0.00013320	Point Hope Airport, United States
CRK 	0.00013319	Diosdado Macapagal International, Philippines
YFA 	0.00013313	Fort Albany Airport, Canada
YCU 	0.00013291	Zhangxiao, China
DYG 	0.00013271	Dayong Airport, China
YDF 	0.00013248	Deer Lake, Canada
ODS 	0.00013246	Odesa Intl, Ukraine
CTL 	0.00013231	Charleville, Australia
YPH 	0.00013220	Inukjuak Airport, Canada
VAO 	0.00013207	Suavanao Airport, Solomon Islands
GOJ 	0.00013200	Nizhny Novgorod, Russia
FMM 	0.00013185	Allgau, Germany
PGD 	0.00013162	Charlotte County-Punta Gorda Airport, United States
YKU 	0.00013147	Chisasibi Airport, Canada
GND 	0.00013142	Point Salines Intl, Grenada
PFB 	0.00013127	Lauro Kurtz, Brazil
PUQ 	0.00013118	Carlos Ibanez Del Campo Intl, Chile
JQA 	0.00013114	Qaarsut Airport, Greenland
EUG 	0.00013114	Mahlon Sweet Fld, United States
YWP 	0.00013099	Webequie Airport, Canada
TBT 	0.00013096	Tabatinga, Brazil
SXP 	0.00013093	Sheldon Point Airport, United States
IXE 	0.00013092	Mangalore, India
WWT 	0.00013081	Newtok Airport, United States
JUV 	0.00013067	Upernavik Airport, Greenland
JHG 	0.00013030	Jinghong, China
ABL 	0.00013010	Ambler Airport, United States
PNP 	0.00013007	Girua Airport, Papua New Guinea
MGQ 	0.00012984	Aden Adde International Airport, Somalia
CGY 	0.00012966	Cagayan De Oro, Philippines
YTS 	0.00012947	Timmins, Canada
GEG 	0.00012942	Spokane Intl, United States
WNR 	0.00012942	Windorah Airport, Australia
GBE 	0.00012935	Sir Seretse Khama Intl, Botswana
ICT 	0.00012918	Wichita Mid Continent, United States
CRD 	0.00012913	Comodoro Rivadavia, Argentina
YFO 	0.00012890	Flin Flon, Canada
SKP 	0.00012856	Skopje, Macedonia
YUD 	0.00012842	Umiujaq Airport, Canada
NTL 	0.00012839	Newcastle Airport, Australia
BAV 	0.00012829	Baotou Airport, China
CJC 	0.00012828	El Loa, Chile
KIJ 	0.00012811	Niigata, Japan
SID 	0.00012809	Amilcar Cabral Intl, Cape Verde
SHG 	0.00012803	Shungnak Airport, United States
ERM 	0.00012799	Erechim Airport, Brazil
PHC 	0.00012787	Port Harcourt Intl, Nigeria
AUK 	0.00012751	Alakanuk Airport, United States
TMR 	0.00012731	Tamanrasset, Algeria
XNA 	0.00012730	NW Arkansas Regional, United States
PLM 	0.00012724	Sultan Mahmud Badaruddin Ii, Indonesia
THE 	0.00012721	Senador Petronio Portella, Brazil
LNZ 	0.00012718	Linz, Austria
BPS 	0.00012710	Aeroporto de Porto Seguro, Brazil
MEH 	0.00012709	Mehamn, Norway
TIV 	0.00012708	Tivat, Montenegro
XAP 	0.00012700	Chapeco, Brazil
DAU 	0.00012688	Daru Airport, Papua New Guinea
MSN 	0.00012687	Dane Co Rgnl Truax Fld, United States
VER 	0.00012673	General Heriberto Jara Intl, Mexico
YCY 	0.00012672	Clyde River, Canada
YQC 	0.00012670	Quaqtaq Airport, Canada
CTG 	0.00012666	Rafael Nunez, Colombia
KOC 	0.00012662	Koumac, New Caledonia
DRG 	0.00012650	Deering Airport, United States
BKC 	0.00012650	Buckland Airport, United States
IAN 	0.00012650	Bob Baker Memorial Airport, United States
ORV 	0.00012650	Robert Curtis Memorial Airport, United States
XKS 	0.00012626	Kasabonika Airport, Canada
UAH 	0.00012619	Ua Huka Airport, French Polynesia
UAP 	0.00012619	Ua Pou Airport, French Polynesia
BJM 	0.00012606	Bujumbura Intl, Burundi
TWB 	0.00012569	Toowoomba, Australia
HIJ 	0.00012559	Hiroshima, Japan
RPR 	0.00012523	Raipur, India
EBL 	0.00012516	Erbil Intl, Iraq
DMD 	0.00012515	Doomadgee Airport, Australia
OGX 	0.00012491	Ouargla, Algeria
GLV 	0.00012487	Golovin Airport, United States
TOH 	0.00012469	Torres Airstrip, Vanuatu
YGV 	0.00012443	Havre Saint-Pierre Airport, Canada
RMI 	0.00012441	Rimini, Italy
NIM 	0.00012410	Diori Hamani, Niger
BEU 	0.00012386	Bedourie Airport, Australia
SSG 	0.00012371	Malabo, Equatorial Guinea
PNR 	0.00012370	Pointe Noire, Congo (Brazzaville)
AKV 	0.00012330	Akulivik Airport, Canada
ZBR 	0.00012320	Chah Bahar, Iran
TNK 	0.00012315	Tununak Airport, United States
DOM 	0.00012314	Melville Hall, Dominica
PVK 	0.00012307	Aktio, Greece
HNS 	0.00012307	Haines Airport, United States
SGY 	0.00012307	Skagway Airport, United States
RTB 	0.00012305	Juan Manuel Galvez Intl, Honduras
KLO 	0.00012300	Kalibo, Philippines
KOT 	0.00012297	Kotlik Airport, United States
CKY 	0.00012291	Conakry, Guinea
WMO 	0.00012291	White Mountain Airport, United States
TNG 	0.00012274	Ibn Batouta, Morocco
GOA 	0.00012270	Genova Sestri, Italy
GSO 	0.00012242	Piedmont Triad, United States
HKN 	0.00012242	Kimbe Airport, Papua New Guinea
BEW 	0.00012201	Beira, Mozambique
YXS 	0.00012183	Prince George, Canada
CCP 	0.00012182	Carriel Sur Intl, Chile
HNH 	0.00012180	Hoonah Airport, United States
NUP 	0.00012179	Nunapitchuk Airport, United States
FEZ 	0.00012178	Saiss, Morocco
AAL 	0.00012154	Aalborg, Denmark
SVA 	0.00012146	Savoonga Airport, United States
GAM 	0.00012146	Gambell Airport, United States
TET 	0.00012135	Tete Chingodzi, Mozambique
VSA 	0.00012093	C P A Carlos Rovirosa Intl, Mexico
NSK 	0.00012089	Alykel, Russia
KQA 	0.00012085	Akutan Seaplane Base, United States
AKB 	0.00012085	Atka Airport, United States
IKO 	0.00012085	Nikolski Air Station, United States
OOK 	0.00012074	Toksook Bay Airport, United States
YMH 	0.00012046	Mary's Harbour Airport, Canada
HSL 	0.00012040	Huslia Airport, United States
BLA 	0.00012039	General Jose Antonio Anzoategui Intl, Venezuela
HBA 	0.00012007	Hobart, Australia
SCM 	0.00012006	Scammon Bay Airport, United States
CUU 	0.00011964	General R Fierro Villalobos Intl, Mexico
YBK 	0.00011949	Baker Lake, Canada
BZN 	0.00011946	Gallatin Field, United States
NLA 	0.00011929	Ndola, Zambia
IOS 	0.00011926	Ilheus, Brazil
JPA 	0.00011919	Presidente Castro Pinto, Brazil
INV 	0.00011874	Inverness, United Kingdom
YSB 	0.00011869	Sudbury, Canada
MKY 	0.00011860	Mackay, Australia
SGO 	0.00011852	St George Airport, Australia
JUB 	0.00011841	Juba, South Sudan
OLF 	0.00011829	LM Clayton Airport, United States
AZD 	0.00011808	Yazd Shahid Sadooghi, Iran
ISG 	0.00011795	Ishigaki, Japan
CEE 	0.00011780	Cherepovets Airport, Russia
SGC 	0.00011773	Surgut, Russia
XUZ 	0.00011771	Xuzhou Guanyin Airport, China
BRC 	0.00011770	San Carlos De Bariloche, Argentina
BBI 	0.00011769	Bhubaneshwar, India
LGK 	0.00011757	Langkawi Intl, Malaysia
SFA 	0.00011732	Thyna, Tunisia
NDR 	0.00011728	El Aroui Airport, Morocco
LZH 	0.00011722	Bailian Airport, China
YUX 	0.00011716	Hall Beach, Canada
ENE 	0.00011715	H Hasan Aroeboesman, Indonesia
LEX 	0.00011703	Blue Grass, United States
KSH 	0.00011692	Shahid Ashrafi Esfahani, Iran
IGR 	0.00011690	Cataratas Del Iguazu, Argentina
YKL 	0.00011690	Schefferville, Canada
ECN 	0.00011679	Ercan International Airport, Cyprus
LNE 	0.00011670	Lonorore Airport, Vanuatu
MHH 	0.00011659	Marsh Harbour, Bahamas
LXA 	0.00011638	Lhasa-Gonggar, China
MYD 	0.00011629	Malindi Airport, Kenya
EVE 	0.00011624	Evenes, Norway
PKC 	0.00011621	Yelizovo, Russia
JAN 	0.00011609	Jackson Evers Intl, United States
CDR 	0.00011605	Chadron Municipal Airport, United States
YLH 	0.00011572	Lansdowne House Airport, Canada
KUN 	0.00011568	Kaunas Intl, Lithuania
YTH 	0.00011542	Thompson, Canada
ATT 	0.00011530	Camp Mabry Austin City, United States
ROB 	0.00011522	Monrovia Roberts Intl, Liberia
KOJ 	0.00011518	Kagoshima, Japan
YHU 	0.00011516	St Hubert, Canada
KMQ 	0.00011515	Komatsu, Japan
ACK 	0.00011513	Nantucket Mem, United States
ASM 	0.00011510	Asmara Intl, Eritrea
WMN 	0.00011507	Maroantsetra, Madagascar
PGA 	0.00011460	Page Municipal Airport, United States
OVD 	0.00011442	Asturias, Spain
YBX 	0.00011430	Lourdes De Blanc Sablon Airport, Canada
PEE 	0.00011421	Bolshoye Savino, Russia
MKW 	0.00011414	Rendani, Indonesia
FRD 	0.00011403	Friday Harbor Airport, United States
ESD 	0.00011403	Orcas Island Airport, United States
BLI 	0.00011403	Bellingham Intl, United States
IXB 	0.00011400	Bagdogra, India
EGM 	0.00011389	Sege Airport, Solomon Islands
RUR 	0.00011387	Rurutu, French Polynesia
TUB 	0.00011387	Tubuai, French Polynesia
GEL 	0.00011384	Santo Angelo, Brazil
YHD 	0.00011377	Dryden Rgnl, Canada
PDG 	0.00011338	Minangkabau, Indonesia
SMK 	0.00011338	St. Michael Airport, United States
MAS 	0.00011314	Momote Airport, Papua New Guinea
NUX 	0.00011311	Novyi Urengoy, Russia
SDR 	0.00011309	Santander, Spain
HUH 	0.00011308	Huahine, French Polynesia
TLT 	0.00011295	Tuluksak Airport, United States
RIY 	0.00011290	Riyan, Yemen
EGC 	0.00011270	Roumaniere, France
KTB 	0.00011268	Thorne Bay Seaplane Base, United States
KUK 	0.00011254	Kasigluk Airport, United States
ABD 	0.00011216	Abadan, Iran
CJB 	0.00011177	Coimbatore, India
PLZ 	0.00011177	Port Elizabeth Intl, South Africa
CZL 	0.00011162	Mohamed Boudiaf Intl, Algeria
YIH 	0.00011155	Yichang Airport, China
BES 	0.00011141	Guipavas, France
CLJ 	0.00011129	Cluj Napoca, Romania
ZLT 	0.00011068	La Tabatière Airport, Canada
CID 	0.00011061	Cedar Rapids, United States
MLI 	0.00011061	Quad City Intl, United States
PSP 	0.00011052	Palm Springs Intl, United States
VAK 	0.00011050	Chevak Airport, United States
HPB 	0.00011050	Hooper Bay Airport, United States
FAR 	0.00011044	Hector International Airport, United States
APW 	0.00011025	Faleolo Intl, Samoa
KAL 	0.00011015	Kaltag Airport, United States
NUL 	0.00011015	Nulato Airport, United States
CGP 	0.00011011	Shah Amanat Intl, Bangladesh
NYK 	0.00011008	Nanyuki Civil Airport, Kenya
UAS 	0.00011008	Samburu South Airport, Kenya
MRE 	0.00011008	Mara Serena Airport, Kenya
IXJ 	0.00011002	Jammu, India
ASB 	0.00010961	Ashgabat, Turkmenistan
NYU 	0.00010960	Bagan Intl, Burma
FSD 	0.00010944	Sioux Falls, United States
DRS 	0.00010934	Dresden, Germany
KNG 	0.00010926	Kaimana, Indonesia
ULP 	0.00010925	Quilpie Airport, Australia
ROS 	0.00010907	Rosario, Argentina
THL 	0.00010896	Tachileik, Burma
PWM 	0.00010890	Portland Intl Jetport, United States
NQY 	0.00010885	St Mawgan, United Kingdom
PHE 	0.00010872	Port Hedland Intl, Australia
RBR 	0.00010869	PlÃ¡cido de Castro, Brazil
IOM 	0.00010844	Isle Of Man, Isle of Man
BVG 	0.00010835	Berlevag, Norway
SLQ 	0.00010835	Sleetmute Airport, United States
UKB 	0.00010814	Kobe, Japan
SHH 	0.00010814	Shishmaref Airport, United States
MID 	0.00010810	Licenciado Manuel Crescencio Rejon Int, Mexico
ATD 	0.00010808	Uru Harbour Airport, Solomon Islands
PQS 	0.00010798	Pilot Station Airport, United States
YNC 	0.00010784	Wemindji Airport, Canada
YZS 	0.00010767	Fairmont Hot Springs, Canada
KRS 	0.00010755	Kjevik, Norway
KSA 	0.00010753	Kosrae, Micronesia
LSC 	0.00010748	La Florida, Chile
MUB 	0.00010740	Maun, Botswana
SLW 	0.00010737	Plan De Guadalupe Intl, Mexico
LBL 	0.00010717	Liberal Muni, United States
YYJ 	0.00010715	Victoria Intl, Canada
KMI 	0.00010714	Miyazaki, Japan
CZH 	0.00010704	Municipal, Belize
MQX 	0.00010695	Makale, Ethiopia
ULB 	0.00010690	Uléi Airport, Vanuatu
AHB 	0.00010686	Abha, Saudi Arabia
TVY 	0.00010682	Dawei Airport, Burma
MFR 	0.00010681	Rogue Valley Intl Medford, United States
PAT 	0.00010675	Patna, India
OLC 	0.00010668	Senadora Eunice Micheles Airport, Brazil
PJM 	0.00010662	Puerto Jimenez Airport, Costa Rica
ZTB 	0.00010641	Tête-à-la-Baleine Airport, Canada
CYS 	0.00010638	Cheyenne Rgnl Jerry Olson Fld, United States
BDA 	0.00010638	Bermuda Intl, Bermuda
BUZ 	0.00010624	Bushehr, Iran
PIA 	0.00010619	Peoria Regional, United States
KEW 	0.00010610	Keewaywin, Canada
CJS 	0.00010607	Abraham Gonzalez Intl, Mexico
CKS 	0.00010603	Carajas Airport, Brazil
SBW 	0.00010598	Sibu, Malaysia
VLN 	0.00010557	Arturo Michelena Intl, Venezuela
EYW 	0.00010547	Key West Intl, United States
CNP 	0.00010544	Neerlerit Inaat Airport, Greenland
YUY 	0.00010537	Rouyn Noranda, Canada
BAQ 	0.00010513	Ernesto Cortissoz, Colombia
XQP 	0.00010511	La Managua, Costa Rica
YIO 	0.00010494	Pond Inlet, Canada
EIS 	0.00010492	Terrance B Lettsome Intl, British Virgin Islands
YSY 	0.00010491	Sachs Harbour, Canada
LRH 	0.00010482	La Rochelle-Ile de Re, France
USH 	0.00010479	Ushuaia Malvinas Argentinas, Argentina
ACR 	0.00010465	Araracuara Airport, Colombia
ZEM 	0.00010462	Eastmain River Airport, Canada
MOU 	0.00010457	Mountain Village Airport, United States
KHG 	0.00010457	Kashi, China
HAH 	0.00010456	Prince Said Ibrahim, Comoros
RNS 	0.00010454	St Jacques, France
MRA 	0.00010442	Misratah Airport, Libya
JZH 	0.00010441	Jiuzhaigou Huanglong, China
PNK 	0.00010436	Supadio, Indonesia
ASR 	0.00010413	Erkilet, Turkey
BIQ 	0.00010405	Anglet, France
SGF 	0.00010405	Springfield Branson Natl, United States
TXN 	0.00010399	Tunxi International Airport, China
IQT 	0.00010398	Coronel Francisco Secada Vignetta Intl, Peru
MVY 	0.00010396	Martha\\'s Vineyard, United States
COS 	0.00010395	City Of Colorado Springs Muni, United States
LKN 	0.00010387	Leknes Airport, Norway
RGL 	0.00010366	Rio Gallegos, Argentina
LEI 	0.00010365	Almeria, Spain
YPJ 	0.00010360	Aupaluk Airport, Canada
YPO 	0.00010359	Peawanuck Airport, Canada
BHO 	0.00010344	Bhopal, India
YNJ 	0.00010344	Yanji Airport, China
LCR 	0.00010319	La Chorrera Airport, Colombia
MIG 	0.00010304	Mianyang Airport, China
LBD 	0.00010284	Khudzhand Airport, Tajikistan
YMT 	0.00010257	Chapais Airport, Canada
SVB 	0.00010256	Sambava, Madagascar
LPQ 	0.00010236	Luang Phabang Intl, Laos
FWA 	0.00010236	Fort Wayne, United States
WIN 	0.00010228	Winton Airport, Australia
KLX 	0.00010224	Kalamata, Greece
SBN 	0.00010219	South Bend Rgnl, United States
TIH 	0.00010218	Tikehau, French Polynesia
FLS 	0.00010205	Flinders Island Airport, Australia
MZT 	0.00010197	General Rafael Buelna Intl, Mexico
BON 	0.00010196	Flamingo, Netherlands Antilles
YVO 	0.00010183	Val D Or, Canada
JQE 	0.00010180	Jaqué Airport, Panama
SIC 	0.00010180	Sinop Airport, Turkey
ACU 	0.00010180	Achutupo Airport, Panama
GHE 	0.00010180	Garachine Airport, Panama
YVZ 	0.00010173	Deer Lake Airport, Canada
RNL 	0.00010160	Rennell/Tingoa Airport, Solomon Islands
BNY 	0.00010160	Bellona, Solomon Islands
YHA 	0.00010147	Port Hope Simpson Airport, Canada
TRS 	0.00010131	Ronchi Dei Legionari, Italy
LOD 	0.00010131	Longana Airport, Vanuatu
IRG 	0.00010128	Lockhart River Airport, Australia
LLW 	0.00010127	Kamuzu Intl, Malawi
MSO 	0.00010124	Missoula Intl, United States
LKG 	0.00010117	Lokichoggio Airport, Kenya
NTG 	0.00010095	Nantong Airport, China
EEK 	0.00010095	Eek Airport, United States
KWT 	0.00010095	Kwethluk Airport, United States
WTL 	0.00010095	Tuntutuliak Airport, United States
NME 	0.00010095	Nightmute Airport, United States
BUC 	0.00010050	Burketown Airport, Australia
NNM 	0.00010030	Naryan-Mar, Russia
TLA 	0.00010025	Teller Airport, United States
DOK 	0.00010013	Donetsk Intl, Ukraine
UET 	0.00009994	Quetta, Pakistan
YUT 	0.00009991	Repulse Bay, Canada
JNN 	0.00009987	Nanortalik Heliport, Greenland
PPW 	0.00009977	Papa Westray Airport, United Kingdom
PNS 	0.00009973	Pensacola Rgnl, United States
TBU 	0.00009973	Fua Amotu Intl, Tonga
YSM 	0.00009969	Fort Smith, Canada
KBR 	0.00009963	Sultan Ismail Petra, Malaysia
POL 	0.00009956	Pemba, Mozambique
MMK 	0.00009954	Murmansk, Russia
GUW 	0.00009950	Atyrau, Kazakhstan
NAG 	0.00009949	Dr Ambedkar Intl, India
PBM 	0.00009944	Johan A Pengel Intl, Suriname
SJJ 	0.00009940	Sarajevo, Bosnia and Herzegovina
RJK 	0.00009934	Rijeka, Croatia
DUD 	0.00009933	Dunedin, New Zealand
MXH 	0.00009928	Moro Airport, Papua New Guinea
MST 	0.00009923	Maastricht, Netherlands
KKN 	0.00009923	Hoybuktmoen, Norway
VRA 	0.00009920	Juan Gualberto Gomez Intl, Cuba
PUU 	0.00009912	Tres De Mayo, Colombia
NOC 	0.00009908	Ireland West Knock, Ireland
PMR 	0.00009895	Palmerston North, New Zealand
RNA 	0.00009876	Ulawa Airport, Solomon Islands
NNB 	0.00009876	Santa Ana Airport, Solomon Islands
IXA 	0.00009866	Agartala, India
YTY 	0.00009863	Yangzhou Taizhou Airport, China
YAB 	0.00009860	Arctic Bay Airport, Canada
RSJ 	0.00009858	Rosario Seaplane Base, United States
JSI 	0.00009844	Alexandros Papadiamantis, Greece
PTJ 	0.00009839	Portland Airport, Australia
GDX 	0.00009828	Sokol, Russia
ARI 	0.00009827	Chacalluta, Chile
SNP 	0.00009826	St Paul Island, United States
STG 	0.00009826	St. George Airport, United States
YPL 	0.00009823	Pickle Lake, Canada
IXC 	0.00009817	Chandigarh, India
DAV 	0.00009812	Enrique Malek Intl, Panama
SPN 	0.00009808	Francisco C Ada Saipan Intl, Northern Mariana Islands
YGH 	0.00009792	Fort Good Hope, Canada
LYG 	0.00009790	Lianyungang Airport, China
SOC 	0.00009789	Adi Sumarmo Wiryokusumo, Indonesia
YNO 	0.00009773	North Spirit Lake Airport, Canada
IMF 	0.00009763	Imphal, India
HSV 	0.00009761	Huntsville International Airport-Carl T Jones Field, United States
FAE 	0.00009761	Vagar, Faroe Islands
MLH 	0.00009743	Bale Mulhouse, France
MYT 	0.00009722	Myitkyina, Burma
KMJ 	0.00009722	Kumamoto, Japan
RCM 	0.00009708	Richmond, Australia
YGR 	0.00009696	Iles De La Madeleine, Canada
GBT 	0.00009688	Gorgan Airport, Iran
LNV 	0.00009681	Londolovit Airport, Papua New Guinea
YGL 	0.00009678	La Grande Riviere, Canada
WLS 	0.00009672	Wallis, Wallis and Futuna
FPO 	0.00009671	Grand Bahama Intl, Bahamas
AES 	0.00009666	Vigra, Norway
KIF 	0.00009665	Kingfisher Lake Airport, Canada
BJX 	0.00009648	Guanajuato Intl, Mexico
YIW 	0.00009640	Yiwu Airport, China
MYJ 	0.00009631	Matsuyama, Japan
YQQ 	0.00009630	Comox, Canada
BQL 	0.00009617	Boulia Airport, Australia
UVF 	0.00009616	Hewanorra Intl, Saint Lucia
SJP 	0.00009611	Sao Jose Do Rio Preto, Brazil
NWI 	0.00009585	Norwich, United Kingdom
SLY 	0.00009585	Salekhard Airport, Russia
OKJ 	0.00009577	Okayama, Japan
YAC 	0.00009566	Cat Lake Airport, Canada
DIR 	0.00009563	Dire Dawa Intl, Ethiopia
JNS 	0.00009551	Narsaq Heliport, Greenland
BHY 	0.00009536	Beihai Airport, China
KTA 	0.00009536	Karratha, Australia
YHO 	0.00009532	Hopedale Airport, Canada
GDV 	0.00009526	Dawson Community Airport, United States
THU 	0.00009525	Thule Air Base, Greenland
DLG 	0.00009524	Dillingham, United States
MJF 	0.00009509	Kjaerstad, Norway
SLU 	0.00009508	George F L Charles, Saint Lucia
